,precision,recall,f1-score,support
0,0.9888888888888889,0.9888888888888889,0.9888888888888889,270.0
1,1.0,0.9969418960244648,0.9984686064318529,327.0
2,0.9871244635193133,1.0,0.9935205183585313,230.0
3,1.0,0.9911504424778761,0.9955555555555555,339.0
4,1.0,1.0,1.0,363.0
5,0.9897959183673469,0.9847715736040609,0.9872773536895675,197.0
6,0.9969879518072289,1.0,0.9984917043740573,331.0
7,1.0,1.0,1.0,326.0
8,1.0,1.0,1.0,335.0
9,0.9961832061068703,1.0,0.9980879541108987,261.0
10,0.9939759036144579,0.990990990990991,0.9924812030075187,333.0
11,0.9941520467836257,0.9883720930232558,0.9912536443148688,172.0
12,0.9933110367892977,1.0,0.9966442953020134,297.0
accuracy,0.9960327955567311,0.9960327955567311,0.9960327955567311,0.9960327955567311
macro avg,0.995416878144387,0.9954704526930414,0.9954361326179809,3781.0
weighted avg,0.9960425171242303,0.9960327955567311,0.9960309068592893,3781.0
