,precision,recall,f1-score,support
0,0.9494661921708185,0.9569583931133429,0.9531975705609146,1394.0
1,0.8561253561253561,0.865370770338373,0.8607232366630864,1389.0
2,0.666069829901522,0.5232067510548524,0.5860575029539189,1422.0
3,0.9691119691119691,0.996031746031746,0.9823874755381603,252.0
4,0.7807637906647807,0.8232662192393736,0.8014519056261344,1341.0
5,0.5938511326860841,0.6630532971996387,0.6265471617584294,1107.0
6,0.871301775147929,0.9424,0.9054573405073021,625.0
7,0.8733944954128441,0.6994856722997795,0.7768257853937168,1361.0
8,0.9858889934148636,0.9961977186311787,0.9910165484633569,1052.0
9,0.6992,0.872255489021956,0.7761989342806395,501.0
10,0.7216981132075472,0.7566765578635015,0.7387735393529696,1011.0
11,0.9992774566473989,1.0,0.9996385977593062,1383.0
12,1.0,1.0,1.0,1414.0
13,0.9859254046446164,0.9662068965517241,0.9759665621734587,1450.0
14,0.970064148253742,0.9564300773014758,0.9631988676574664,1423.0
15,0.5220125786163522,0.4759856630824373,0.49793775778027743,1395.0
16,0.7842323651452282,0.8362831858407079,0.8094218415417558,678.0
17,0.9971969166082691,0.9971969166082691,0.9971969166082691,1427.0
18,0.9349157733537519,0.8485059068797777,0.8896174863387978,1439.0
19,0.6675126903553299,0.6608040201005025,0.6641414141414141,796.0
20,0.7126213592233009,0.8247191011235955,0.7645833333333333,445.0
21,0.5854838709677419,0.6039933444259568,0.5945945945945946,601.0
22,0.9931170108161259,0.9950738916256158,0.9940944881889764,1015.0
23,0.5201388888888889,0.5544041450777202,0.536725188104622,1351.0
24,0.8548895899053628,0.7496542185338866,0.7988209285187915,1446.0
25,0.5912778904665315,0.8316690442225392,0.6911677534084173,701.0
26,0.8712715855572999,0.9343434343434344,0.9017059301380991,1188.0
accuracy,0.8236565677035836,0.8236565677035836,0.8236565677035836,0.8236565677035836
macro avg,0.8132151547145798,0.8270434244633847,0.8176832837550447,29607.0
weighted avg,0.8271644889617584,0.8236565677035836,0.8232891490701372,29607.0
