,precision,recall,f1-score,support
0,0.9948642699926632,0.9797687861271677,0.9872588278121588,1384.0
1,0.3637295081967213,0.2557636887608069,0.3003384094754653,1388.0
2,0.3259127337488869,0.2599431818181818,0.2892137495061241,1408.0
3,0.8362369337979094,0.9411764705882353,0.8856088560885609,255.0
4,0.6156433978132885,0.5312046444121916,0.5703155434359175,1378.0
5,0.2857142857142857,0.2474418604651163,0.26520438683948155,1075.0
6,0.2479276563677468,0.5197472353870458,0.3357142857142857,633.0
7,0.7062937062937062,0.5634588563458857,0.6268425135764158,1434.0
8,0.8320855614973262,0.7538759689922481,0.7910523640061006,1032.0
9,0.5105820105820106,0.7188081936685289,0.597061098221191,537.0
10,0.603145235892692,0.6263208453410183,0.6145146088595663,1041.0
11,1.0,1.0,1.0,1417.0
12,0.984352773826458,0.9949676491732566,0.9896317483017518,1391.0
13,0.9478505990133897,0.9683225341972642,0.957977207977208,1389.0
14,0.8083875632682574,0.7554054054054054,0.7809989521480963,1480.0
15,0.5110921501706485,0.4278571428571429,0.4657853810264385,1400.0
16,0.6444708680142688,0.7475862068965518,0.6922094508301405,725.0
17,0.9820916905444126,0.9884643114635905,0.9852676967301472,1387.0
18,0.744700460829493,0.5838150289017341,0.6545159983799109,1384.0
19,0.4304490690032859,0.5376196990424077,0.47810218978102187,731.0
20,0.4444444444444444,0.5714285714285714,0.5,420.0
21,0.3161189358372457,0.33666666666666667,0.32606941081517354,600.0
22,0.8724637681159421,0.8707810993249759,0.8716216216216217,1037.0
23,0.5257400257400258,0.5976591075347476,0.5593974666210202,1367.0
24,0.6527777777777778,0.6475707034082668,0.6501638150709865,1379.0
25,0.408062930186824,0.6175595238095238,0.4914150384843103,672.0
26,0.34961832061068704,0.36262866191607285,0.3560046638165566,1263.0
accuracy,0.6475833417772824,0.6475833417772824,0.6475833417772824,0.6475833417772824
macro avg,0.6275835806400147,0.6446608164419485,0.6304550105607277,29607.0
weighted avg,0.6567740917593357,0.6475833417772824,0.6478860717134735,29607.0
