,precision,recall,f1-score,support
0,0.9524838012958964,0.9264705882352942,0.939297124600639,1428.0
1,0.7046413502109705,0.7362233651726672,0.7200862378727992,1361.0
2,0.49504950495049505,0.33444816053511706,0.3992015968063872,1495.0
3,0.9799196787148594,0.9838709677419355,0.9818913480885312,248.0
4,0.6982343499197432,0.6122448979591837,0.6524184476940382,1421.0
5,0.49795249795249796,0.5730442978322338,0.5328659070990359,1061.0
6,0.6948480845442536,0.9006849315068494,0.7844891871737509,584.0
7,0.7720164609053498,0.664776754075124,0.7143945163747144,1411.0
8,0.9686907020872866,0.9903006789524733,0.9793764988009592,1031.0
9,0.6019151846785226,0.8333333333333334,0.6989674344718031,528.0
10,0.6981132075471698,0.7014218009478673,0.6997635933806147,1055.0
11,0.9992821249102656,1.0,0.9996409335727109,1392.0
12,0.9986062717770035,1.0,0.999302649930265,1433.0
13,0.9090267983074753,0.9226914817465999,0.9158081705150977,1397.0
14,0.9208579881656804,0.895039539899353,0.907765220561429,1391.0
15,0.45926517571884984,0.40436005625879046,0.4300673148840688,1422.0
16,0.7230971128608924,0.7771509167842031,0.7491502379333786,709.0
17,0.9828937990021382,0.9928005759539237,0.9878223495702005,1389.0
18,0.8655601659751038,0.7652237710931769,0.8123052959501558,1363.0
19,0.6105006105006106,0.6784260515603799,0.6426735218508998,737.0
20,0.5869158878504673,0.6931567328918322,0.6356275303643725,453.0
21,0.44043887147335425,0.49125874125874125,0.46446280991735533,572.0
22,0.9962894248608535,0.9944444444444445,0.995366079703429,1080.0
23,0.4770075497597804,0.4915134370579915,0.4841518634622083,1414.0
24,0.5827450980392157,0.5475313190862195,0.5645896656534953,1357.0
25,0.5059847660500544,0.7120980091883614,0.5916030534351144,653.0
26,0.7378048780487805,0.7921440261865794,0.7640094711917916,1222.0
accuracy,0.7484378694227717,0.7484378694227717,0.7484378694227717,0.7484378694227717
macro avg,0.7355607905965766,0.7560984770260251,0.7424851133651572,29607.0
weighted avg,0.7496720335669603,0.7484378694227717,0.7463708347972543,29607.0
